Date,Close
1/2/2018 16:00:00,199.35
1/3/2018 16:00:00,212.47
1/4/2018 16:00:00,213.59
1/5/2018 16:00:00,215.4
1/8/2018 16:00:00,222
1/9/2018 16:00:00,221.94
1/10/2018 16:00:00,223.68
1/11/2018 16:00:00,224.08
1/12/2018 16:00:00,222.98
1/16/2018 16:00:00,220.11
1/17/2018 16:00:00,224.72
1/18/2018 16:00:00,224.44
1/19/2018 16:00:00,230.11
1/22/2018 16:00:00,233.69
1/23/2018 16:00:00,238.91
1/24/2018 16:00:00,235.8
1/25/2018 16:00:00,236.35
1/26/2018 16:00:00,243.33
1/29/2018 16:00:00,246.85
1/30/2018 16:00:00,242.72
1/31/2018 16:00:00,245.8
2/1/2018 16:00:00,240.5
2/2/2018 16:00:00,233.52
2/5/2018 16:00:00,213.7
2/6/2018 16:00:00,225.58
2/7/2018 16:00:00,228.8
2/8/2018 16:00:00,217.52
2/9/2018 16:00:00,232.08
2/12/2018 16:00:00,228.03
2/13/2018 16:00:00,232.63
2/14/2018 16:00:00,241.42
2/15/2018 16:00:00,246.5
2/16/2018 16:00:00,243.84
2/20/2018 16:00:00,249.08
2/21/2018 16:00:00,241.51
2/22/2018 16:00:00,242.15
2/23/2018 16:00:00,245.93
2/26/2018 16:00:00,246.58
2/27/2018 16:00:00,246.06
2/28/2018 16:00:00,242
3/1/2018 16:00:00,232.21
3/2/2018 16:00:00,236.54
3/5/2018 16:00:00,235.65
3/6/2018 16:00:00,242.16
3/7/2018 16:00:00,241.84
3/8/2018 16:00:00,241.18
3/9/2018 16:00:00,245.33
3/12/2018 16:00:00,249.76
3/13/2018 16:00:00,247.71
3/14/2018 16:00:00,248.74
3/15/2018 16:00:00,249.34
3/16/2018 16:00:00,250.48
3/19/2018 16:00:00,241
3/20/2018 16:00:00,249.58
3/21/2018 16:00:00,248.56
3/22/2018 16:00:00,241.85
3/23/2018 16:00:00,232.97
3/26/2018 16:00:00,244.48
3/27/2018 16:00:00,225.52
3/28/2018 16:00:00,221.35
3/29/2018 16:00:00,231.59
4/2/2018 16:00:00,221.05
4/3/2018 16:00:00,225.35
4/4/2018 16:00:00,226.24
4/5/2018 16:00:00,221.38
4/6/2018 16:00:00,214.25
4/9/2018 16:00:00,215.41
4/10/2018 16:00:00,227.91
4/11/2018 16:00:00,226.24
4/12/2018 16:00:00,234.6
4/13/2018 16:00:00,231.5
4/16/2018 16:00:00,231.49
4/17/2018 16:00:00,237.54
4/18/2018 16:00:00,236.37
4/19/2018 16:00:00,229.04
4/20/2018 16:00:00,228.71
4/23/2018 16:00:00,223.88
4/24/2018 16:00:00,221.2
4/25/2018 16:00:00,216.66
4/26/2018 16:00:00,225.22
4/27/2018 16:00:00,226.33
4/30/2018 16:00:00,224.9
5/1/2018 16:00:00,227.14
5/2/2018 16:00:00,226.31
5/3/2018 16:00:00,232.99
5/4/2018 16:00:00,239.06
5/7/2018 16:00:00,248.68
5/8/2018 16:00:00,250.4
5/9/2018 16:00:00,255.78
5/10/2018 16:00:00,260.13
5/11/2018 16:00:00,254.53
5/14/2018 16:00:00,255.36
5/15/2018 16:00:00,245.56
5/16/2018 16:00:00,246.01
5/17/2018 16:00:00,247.71
5/18/2018 16:00:00,245.94
5/21/2018 16:00:00,244.24
5/22/2018 16:00:00,242.7
5/23/2018 16:00:00,247.54
5/24/2018 16:00:00,247.69
5/25/2018 16:00:00,249.28
5/29/2018 16:00:00,248.59
5/30/2018 16:00:00,252.99
5/31/2018 16:00:00,252.19
6/1/2018 16:00:00,257.62
6/4/2018 16:00:00,264.85
6/5/2018 16:00:00,265.07
6/6/2018 16:00:00,265.15
6/7/2018 16:00:00,262.9
6/8/2018 16:00:00,262.28
6/11/2018 16:00:00,260.62
6/12/2018 16:00:00,262.58
6/13/2018 16:00:00,262.4
6/14/2018 16:00:00,266.91
6/15/2018 16:00:00,265.26
6/18/2018 16:00:00,265.09
6/19/2018 16:00:00,260.17
6/20/2018 16:00:00,262.31
6/21/2018 16:00:00,257.11
6/22/2018 16:00:00,250.95
6/25/2018 16:00:00,239.12
6/26/2018 16:00:00,241.99
6/27/2018 16:00:00,235.72
6/28/2018 16:00:00,240.86
6/29/2018 16:00:00,236.9
7/2/2018 16:00:00,242.24
7/3/2018 13:00:00,236.84
7/5/2018 16:00:00,242.73
7/6/2018 16:00:00,247.33
7/9/2018 16:00:00,249.25
7/10/2018 16:00:00,253.25
7/11/2018 16:00:00,247.53
7/12/2018 16:00:00,251.23
7/13/2018 16:00:00,249.32
7/16/2018 16:00:00,248.2
7/17/2018 16:00:00,253.69
7/18/2018 16:00:00,251.7
7/19/2018 16:00:00,252.03
7/20/2018 16:00:00,250.89
7/23/2018 16:00:00,249.41
7/24/2018 16:00:00,248.71
7/25/2018 16:00:00,251.87
7/26/2018 16:00:00,254.84
7/27/2018 16:00:00,252.02
7/30/2018 16:00:00,244.13
7/31/2018 16:00:00,244.86
8/1/2018 16:00:00,246.47
8/2/2018 16:00:00,250.62
8/3/2018 16:00:00,252.1
8/6/2018 16:00:00,254.03
8/7/2018 16:00:00,256.95
